MEM1	MEM2	MEM3	MEM4	MEM5	MEM6	MEM7	MEM8	MEM9	MEM10	MEM11	MEM12	MEM13	MEM14	MEM15	MEM16	MEM17	MEM18	MEM19
-0.280990701943851	-1.54756295736811	1.38512985502307	-0.733429480786865	-2.04497326490028	-0.350979792673769	-0.0415007100012844	0.798396256935151	-0.287450624558696	-1.19817811640684	-0.976997042911395	1.76547067391402	0.834713907276928	0.172995095163386	-0.0304775112861813	0.568834348193116	0.976881263592644	1.10856998987235	0.548870864922797
-0.180706263977503	-1.78348435891582	0.936330574771089	-0.327569629641884	-0.710125844499563	1.79474437595875	-0.518442276917562	0.694728998175874	0.263762458666066	1.19623370462507	0.921976410907214	-1.77201999217682	-0.834997253157234	0.928026969351622	0.0610641335998317	-0.458210565229487	-1.07330062885493	1.03204049229123	-0.919691259230084
0.140373112406856	-1.85472117038232	0.197388484602974	0.190271881754833	0.300036309078654	-1.13935436079505	-1.61903217637543	-1.67884897012708	-0.00549776335137788	-0.00462726702433977	0.0135154259784758	0.00583712421647381	-0.000367257811196033	-1.01749137751098	1.85754072315634	0.833656899726264	-0.564823631384772	-1.67763964682153	-0.568058861380502
0.302327857604132	-1.76968487366919	-0.0642742287068439	0.284349611797925	0.306081038602257	-0.872953171381431	2.40012258310261	0.257022405251636	0.00715250372154513	0.01005121780755	0.0409203912681936	-0.000559678801671466	0.00169354190053765	0.276236779181268	-1.48445188299556	-1.63681228704867	-0.24188411730187	-1.97261842738807	0.314365739921442
0.667531880689936	-1.1053684441291	-1.13333669906759	0.696486135654857	1.55793342449051	2.09517618407426	-0.332073516385651	-0.0332629966337243	0.0258063106437128	0.0143545531407819	0.00513034763224041	-0.00284713437688987	0.00342025506005366	-0.282929963939066	-0.0536789437415322	0.726198341387348	1.86023555244287	0.154305821939686	2.13054410192561
1.08944558099779	0.380798249395229	-0.647805977602107	0.157629447965582	-0.00838512998192501	0.297580869847244	2.66333475336104	0.937878930979524	-0.000231740534975879	-0.00406080719907779	-0.00374526502827036	0.0063191312448726	0.00307728679548382	-0.500124728681518	2.01682995485596	1.73225207707151	-0.271526802357582	0.412366910561284	-1.26480413298287
0.983467803327247	-0.299636396706696	-1.17679286867205	0.556405914508212	0.782795393194135	-1.87999612446389	-0.982634523187085	1.47825676287278	0.0519296201964036	0.0340940082054655	0.0126456848604781	-0.0139012186003485	0.00368283556706026	-1.32293288434244	-0.000740412188100412	-1.3936919582846	-0.836814346897614	2.11528983346985	0.281332571894687
1.10705556521566	-0.00479028125071974	-0.570535246279966	0.271136904265828	0.259311063213232	-0.913253257691404	0.264543187637765	-2.60274049823695	-0.0709080426653199	-0.0570654362255191	-0.0291197228791512	0.0362195169165076	0.00401298061398894	2.15111109775676	-1.06943501686547	0.55152677762827	0.367270139495403	1.62950738599007	-0.868372269221255
1.0467668591118	0.75456810091079	-0.596646957946825	-0.0244714436750992	-0.320840569800622	1.20395965685936	-0.940921444814099	0.352304316470642	-0.121355885444867	-0.447978600115835	-3.33615114949812	-0.268558629040822	-0.223875506726358	0.199604577937607	-0.467489644418783	-0.599559318926442	-0.511158069203086	-0.975764609627321	-1.05716178049923
1.03817706083626	0.759362636160725	-0.571493762016487	-0.0423715713497566	-0.362681828590296	1.23366723719935	-0.949685535268328	0.3358750267485	-0.160030288424021	-0.727132282492695	2.41595702587701	2.01253514472474	1.04985901348943	0.194080721117979	-0.45968353210735	-0.590173492647031	-0.505118305704375	-0.914163269294693	-1.05696150651169
0.940533999661951	0.990609983782528	-0.107597571118002	-0.450127113106617	-1.69771352682997	-0.925713350144524	-0.434461552420492	0.343583315633729	-0.566800655243947	-0.550593921983117	1.02215684387828	-1.38118658621765	-2.28605914305749	-0.54368097245006	-0.567306845615285	0.474060587916578	1.56527171332	-0.795466133473301	0.382031125029086
0.892924735551404	1.13173215939402	0.993082917041616	-0.129205802642369	0.105015294781991	-1.03571628853955	-0.564521653789513	1.07435422202604	0.843863399338279	1.77588807314394	-0.0579536349727139	-0.403273073771525	1.46081082157764	1.83658851351786	0.622999934424982	0.563809299378242	-0.140938864799954	-0.903999659261942	1.51007135088308
0.731853911900452	1.18695069072816	1.50225438703633	-0.444862681828797	-0.501238777997601	0.889979801677016	0.876540651437768	-2.00452606368404	-0.0101987030397624	-0.0172439632748286	-0.0297036542228929	0.00866857412240124	-0.00369489341338441	-1.42087660321312	0.649721771434624	-1.38288701171769	-1.10128436361474	0.635406844999685	1.67325057246672
-0.285564340560165	0.680965800315737	2.69787904121966	0.55790045655088	2.09060605802105	-0.113083115030532	-0.0937208731399015	0.36659697843459	0.0629006439333823	0.00467523342801804	-0.00242784939446808	0.015242470743124	-0.00156680244564972	-0.893767591766282	-0.705501266907858	-0.0559166401962367	1.51222631304699	0.156881409638356	-1.65015074231579
-1.52318330843956	0.450689818657368	-0.807136745728359	-0.814942305665444	0.173330992046996	-0.0971089263961278	0.0981637811979118	-0.125839285641933	-2.72752031463516	1.48783916884576	-0.139601554989383	0.508068338041638	-0.0381539849232529	0.598996797702228	1.28895728475202	-1.37817394139765	1.0800360690453	0.0262194494106126	-0.278205201271768
-0.886180563431563	0.159581280173895	-0.529162375894443	-3.24847970819553	1.25532747160616	-0.128313570556821	0.0196766974708157	0.0732765557190042	0.0525471709460093	-0.0768278989209797	0.00699464146425745	-0.0244611095113585	0.00145441726894183	-0.596029435977562	-1.37113971636686	1.45204467826288	-1.15163816808016	-0.00850685432895918	0.281338973088517
-1.4390875841234	0.561318393752788	0.488609726090904	1.61783039131247	0.773724660723653	-0.0666299283012215	-0.0830808994179475	0.510016864020464	-0.926000503463844	-1.79169347884409	0.0935463430796618	0.384121796265834	-1.48508590755707	1.37052738781462	0.278150138397057	0.664061334076681	-1.73994374811401	-0.0905577916702871	1.01291983653682
-1.40658779496278	0.427041147395369	-0.586633375722162	1.2976927586118	-1.00906365915532	0.048146605025231	0.0645420881257904	-0.286510445360882	-0.71353880236523	-0.469491799249629	0.202073862146764	-2.03200372114604	2.57960844337784	-0.938035603625787	-0.925127180266268	0.624610945062103	-0.109505401863844	0.022261569606705	-0.109590792182903
-1.40523706296061	0.425933527232383	-0.594900988250832	1.27372769464365	-1.02232304376142	0.0484012637778108	0.0693043157784094	-0.314653746900494	1.51353178005431	2.2755736863002	-0.297472389143491	1.66088491086138	-1.10933360926154	-0.890665939555415	-0.944402398217116	0.669768920835807	-0.163691825991617	0.0206794261397551	-0.0929755987676157
-1.53292074690405	0.455696694522958	-0.814358188779947	-0.687971460173717	0.073183939758597	-0.0885541084439185	0.103847103605219	-0.175908626682754	2.7680394362275	-1.45381607375983	0.138255285947314	-0.504556537407856	0.040800855425263	0.678367161518899	1.30417041035555	-1.36539899409098	1.04970722322534	0.0251872579465201	-0.268752992305049
