V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19
-0.271484093377944	-0.137767312866926	0.286420041201025	-0.310277731936008	0.124453228616595	0.00999359603916456	-0.000639823745005509	0.000382095834334927	-0.224668427626145	1.30964285467515e-07	-0.368118906573571	0.0286933514931582	-5.89664340151747e-14	-0.690368068493779	-1.71598492173399e-14	-1.59547863491822e-08	7.53835973254858e-15	2.02561996696825e-17	-5.65255683659677e-15
-0.27140340098397	-0.137364835041179	0.284724684448848	-0.307930611584745	0.12316381251776	0.00980723020445887	-0.00061067780319481	0.000363186409989132	-0.212943660463766	1.18051342975669e-07	-0.313194469473804	0.0236564071841191	-4.29350625919292e-14	0.72271728455288	1.81600897602421e-14	1.06923579754056e-07	-7.47595420169798e-15	-3.66362949033522e-16	-4.12851000879417e-14
-0.259402374837475	-0.0786193577888751	0.0426144086412114	0.0232047898286983	-0.0549742602570387	-0.0143310055277422	0.00236072692316794	-0.00148945036129919	0.903929691386462	-5.2274126115934e-07	-0.190964913892069	0.131820474568043	-1.44463982819599e-12	0.00038989249924884	-2.35408514180092e-16	0.00251814830098732	4.9276841161814e-16	-1.22884059487813e-15	-7.32839617060767e-08
-0.247818588730076	-0.027425081171643	-0.142457114858183	0.256881821075153	-0.16291724807833	-0.0218332183577527	0.000456844410488308	-4.66951125161107e-05	-0.0712759129454476	1.03964178720855e-06	-0.0516337454080394	-0.525481860345891	1.0680850557808e-11	-1.87767437623276e-06	1.56869148386217e-16	-0.700467753401692	-1.79546844588186e-15	1.22203125406143e-15	0.000154446002416136
-0.26956240447855	-0.128194355966849	0.246153872343023	-0.254575684826542	0.0938938365899391	0.00559431482337442	3.92376879542449e-05	-5.76193682800117e-05	0.0476155359106361	-1.62074939447106e-07	0.846595428824623	-0.0811904627393877	2.58612063354574e-13	-0.0327338445534229	-2.59072917128098e-16	-7.88648142737185e-06	-1.62287612074317e-16	3.61915402989294e-16	3.00816504917744e-11
-0.244910322323783	-0.0176046921076971	-0.16397564651776	0.273218140849735	-0.160726314228283	-0.0181171241002641	-0.000122322692611095	0.000227182350797669	-0.191693706659081	5.82199114790503e-08	0.0640909026301004	0.47168659810718	-2.00427501009739e-11	1.63282601259307e-07	-9.72808608674067e-17	-0.0090181551639172	2.15474811604113e-16	1.99768094116786e-15	-0.706107572484436
-0.247715405721972	-0.0270336239738632	-0.143574253949954	0.258061250969106	-0.163254168852361	-0.0217803887275555	0.00043759573878747	-3.56491570014452e-05	-0.077352840863039	1.02397970723115e-06	-0.0485991232748037	-0.505971329876467	1.00412301175274e-11	-3.70103004013189e-06	1.33947098292329e-16	0.713591909908105	2.44211718319595e-15	-3.60917327031563e-16	-0.00220141351317161
0.0581501153336934	0.518279112382839	-0.119104390229284	-0.323466991351152	-0.180150933932374	-0.701376575475961	0.178683920870037	-0.0535817805010328	-0.00229289352346903	0.000902503600256314	5.77852783178734e-05	0.000299789650021282	-7.64304200185549e-08	6.83994527683751e-13	1.15171174432077e-13	-2.62745410579902e-09	-1.08226646237155e-09	2.0355218619147e-11	-3.61722821586896e-09
-0.105721199283824	0.362563900481983	-0.495452295710637	-0.0914629347072799	0.691040468800224	0.274009683036257	-0.0188109046743129	0.00508128659912961	0.019400424922668	-3.92198876889136e-05	-0.00200004771668925	-0.0123981333675369	1.19715227628931e-09	-3.51868062464789e-10	-1.18919411499459e-16	5.14952720969204e-06	4.0931327405804e-13	-2.5164040107943e-15	5.34778007319586e-05
-0.244928920615891	-0.0176605787122351	-0.163891858512653	0.273202095648517	-0.160798012198699	-0.01814976762703	-0.000119295702243724	0.000226057922544053	-0.19138032543783	6.39792489241244e-08	0.0637707666042964	0.468901177506739	-2.00483409462586e-11	1.51768129813545e-07	-2.07899656955086e-16	-0.00662150103362576	-3.41341467003923e-16	-1.89258178997243e-15	0.708101139065058
0.128879988686338	0.416161156412738	0.127527864918022	-0.14972801636518	-0.355539576869823	0.344766655267225	-0.65397272868913	0.220195908633226	0.00161371902290717	-0.00874044644997725	-4.24096290530668e-06	-1.8000820517311e-05	2.12594099981196e-06	2.67841304690819e-15	-3.01968359767238e-11	3.02769929302386e-12	1.26912060041983e-06	-7.19132149374165e-08	5.51340983402817e-13
0.162734847417923	0.294009829835884	0.209764511281988	0.00414711529069464	-0.232621481985235	0.507539585952021	0.638762219324719	-0.268386243451885	-0.00124902487252452	0.0360215906756731	6.09614927690738e-07	2.12281035039509e-06	-2.84739900059877e-05	5.5649929109336e-15	4.01514098121903e-09	-6.67392949268958e-15	-0.000757824286978097	0.00012948239663248	-7.76485835883795e-16
0.212526469346837	0.018876419813984	0.226854308074259	0.247870242941599	0.187054918464436	-0.106040469743138	0.0223408317845836	0.175681360742051	0.000185013419881946	-0.220378684578557	-1.96718655740002e-08	-5.32322843660796e-08	0.000603458513956302	1.29063426612674e-14	-8.54894362205605e-07	-2.49941512620121e-15	0.725124893399618	-0.373635109585338	-1.20924776082281e-15
0.212612490253336	0.0182863810011228	0.226508716441295	0.247846573758014	0.187380546414221	-0.10675918476224	0.0207680182231363	0.174141240592201	0.000185262738107296	-0.214760488171194	-2.01468684790651e-08	-5.50987977613118e-08	0.000560774739421544	-2.08166817117217e-15	-3.33261074701014e-07	1.35853660816306e-15	-0.687396661749675	-0.442521584664926	-1.99880999069791e-15
0.240987159702999	-0.280232954936956	-0.237561279860775	-0.18256459809471	-0.0977829862564266	0.0391999742403107	0.0723597347520785	0.171660208411287	0.000123806789598203	0.0266859875942101	8.14762007861347e-11	-2.16605292729932e-12	-0.378402866435526	2.39114283928643e-14	-0.730703284735689	-3.62986295668567e-17	-2.79412607977088e-09	-1.80964966588054e-11	-5.9466527724176e-16
